bias	x,y,class
1	46.78515451039618,83.60353241765245,0
1	112.84948606201624,-79.66109060122795,0
1	-23.48108539436282,132.93988705416456,0
1	-122.93187052631049,-149.29789856110042,0
1	-61.95454822538622,-133.4893695147002,0
1	-57.32506079659066,112.8134291600935,0
1	186.73228473717796,208.45447805918963,0
1	-214.02808844514726,21.648536514337366,0
1	-212.86978909062708,174.579783554244,0
1	51.55607764574836,164.0838294478263,0
1	-125.86528592546969,19.359951432130515,0
1	216.90862564253695,-106.94239568349084,0
1	123.68653289674194,19.23610666273845,0
1	-143.86641443557613,36.66948081055983,0
1	221.78519712979545,-233.33339671053022,0
1	-66.22777202797192,-93.49389788281965,0
1	36.80550337579905,-134.139084199983,0
1	-116.34652768312381,178.0054777846276,0
1	127.34864376330506,139.94391577254345,0
1	30.8895827131916,165.97200504142228,0
1	-167.58171749454414,211.89952222358147,0
1	-217.8550981194855,14.515483966942213,0
1	-61.27371527899689,-87.36124109676203,0
1	-84.65409086930242,102.10969096400578,0
1	70.58369581274229,-71.23013219839058,0
1	144.8404451897274,-167.07970019628664,0
1	-247.79245543742417,-188.40627641687786,0
1	-177.24737394248615,190.0216290874818,0
1	152.40630488572748,203.27025951865983,0
1	116.30524043994967,-69.62259291652768,0
1	-1.200240976896481,-247.8977469802689,0
1	-177.24934789187608,-89.65510106920954,0
1	120.5140556121932,-226.1356718365411,0
1	247.68877085139343,-160.2254959567491,0
1	-96.58059744200852,-2.489089946914703,0
1	139.02587081959882,53.39128784301522,0
1	-209.80167960270597,20.336439862936743,0
1	81.40743323207073,-200.7407178870827,0
1	127.4979226293396,91.74925545165064,0
1	-198.16668223473343,216.70995815852234,0
1	-178.7115981692532,185.4761810839297,0
1	227.64971670402628,172.60633964103675,0
1	-166.5500220747445,-48.60953165030668,0
1	-239.3784317865264,-112.4267761479401,0
1	-46.7265454886992,147.53119285560882,0
1	183.98914652160113,-181.9277464261396,0
1	8.041079773425565,-10.276943220466507,1
1	-177.97242084202614,-178.90157671304036,0
1	224.20846451324292,197.57745612494807,0
1	-57.528821049971526,193.2198700468004,0
1	163.84763156881746,175.73129720449185,0
1	-243.0132629397061,171.52912504382277,0
1	91.8244269197113,-112.36792995714313,0
1	91.02455269450576,-213.7848060570425,0
1	247.91771542586616,-233.34354950118575,0
1	-192.94907785033382,96.29965117152244,0
1	193.9488745634889,-41.145215474780116,0
1	197.29101406783064,135.61144733658966,0
1	-225.3997619287532,-186.02331872312422,0
1	15.092244988410528,153.29915951010207,0
1	-228.31516363619747,-133.88421645350041,0
1	135.27063358931025,65.39845894974411,0
1	-184.8965392088065,91.81253199148244,0
1	166.61828353917855,201.62973448200233,0
1	244.40183894975223,-200.96673488717903,0
1	-169.31821618798688,11.173803519405169,0
1	185.6138270291956,-9.581956600273998,0
1	77.23842386699994,-181.17677201335118,0
1	111.09967655143976,-51.888414851715595,0
1	-227.29815177182067,-102.84461153034934,0
1	-17.015293806359523,206.50329413388522,0
1	-50.31312242958248,69.95548208453403,0
1	182.9254709924179,-70.20282700035003,0
1	-14.476565970349412,-204.65944211688475,0
1	140.594152734106,-45.790625007137265,0
1	-86.40970881577104,-19.69460240741566,0
1	166.72357601975443,-8.189754567134827,0
1	91.29373469269018,-44.040850318239336,0
1	-34.47916207576918,-167.33654462939944,0
1	-26.599291075779576,208.0454194450105,0
1	-10.186595008098152,135.38213369062805,0
1	-32.90470686419022,-25.319465305022703,1
1	-74.0289906975269,-133.68471521339342,0
1	79.68695691743483,244.17823522729373,0
1	-102.87937930874779,150.78784325669398,0
1	-108.49864468627413,65.10960275441033,0
1	-219.22597176333218,-111.42238108690177,0
1	176.35794526804722,92.06233641178096,0
1	16.17385247645467,101.52175208215544,0
1	97.59439709488532,-116.34042758855622,0
1	168.62609781711825,-55.587050236536044,0
1	129.01639781692882,39.90064476738843,0
1	164.47846831306708,-60.89240758599536,0
1	-66.88619389912131,-98.746765667526,0
1	-248.53437584561888,-226.76657447440772,0
1	-138.00790279539538,-60.183368034784536,0
1	118.1821918350364,-223.79522885561647,0
1	200.30953797192473,130.90784253441996,0
1	188.19875583592392,-35.076659984573325,0
1	-206.8849763369393,-148.1791504134908,0
1	-236.5450236527809,-105.99364504921994,0
1	191.4223409086493,-185.40044190299847,0
1	-57.282578677083364,-237.4327493374342,0
1	-73.52726852431607,94.11677185675575,0
1	234.224626248636,63.82695724270991,0
1	163.92044595230448,128.52548732483518,0
1	-93.28544788263221,-106.46562188243729,0
1	-94.67477269181074,-121.83007867552635,0
1	11.428541816844472,52.19336236608581,0
1	-97.11900174114979,-81.65634611829469,0
1	238.51403786053004,-184.20208983732152,0
1	69.64133555226073,90.44590272801531,0
1	-86.17483382826617,-192.63052815073067,0
1	92.34171850956216,215.92499905302856,0
1	-142.2882630773135,-88.4017391805188,0
1	191.80721788182223,-56.26778618487222,0
1	176.41683569739507,-110.13519177605929,0
1	177.1516868965877,102.62949335167309,0
1	-8.749311552897751,-219.90308674528708,0
1	-105.93012874595763,113.53630271761165,0
1	112.26327048936196,55.2524144160177,0
1	178.06598568129203,-150.70002985667708,0
1	240.8550530035426,30.96047865579345,0
1	219.8460744078518,-193.42639442960413,0
1	-230.49676423458897,239.6080400632103,0
1	-141.12215855594968,-202.73652557628446,0
1	-68.75156477492155,-0.6892635965010641,0
1	-33.62363544330833,40.498701609249736,1
1	205.5074144804032,146.1582471266736,0
1	-209.36921021887622,-132.5955252551808,0
1	-164.70486587677186,118.61820768859747,0
1	-26.276984596559515,152.27773301137034,0
1	69.98266367268519,-1.392312711518457,0
1	-52.746839931831545,-80.94958968340353,0
1	-183.13519851655764,-141.71681077956708,0
1	-154.36593367395423,62.498602075202314,0
1	35.42959441266771,-227.59757992540503,0
1	-138.39591304414634,-3.7471077709105884,0
1	205.50839363705825,9.38208789002175,0
1	-201.15282611674812,-44.22317037886225,0
1	202.8511383588538,120.81521127680725,0
1	219.3955286644536,-90.63819092683616,0
1	68.69640298802284,-63.193992601912555,0
1	64.42223441724963,248.46689563125,0
1	71.05344534607372,-217.28125535683125,0
1	81.79451810849014,-40.8622254243468,0
1	-181.94842515623048,126.56343288505985,0
1	-42.78852163894243,-249.38960600858957,0
1	124.77022200732341,-144.40123231786527,0
1	25.43114711447413,-150.85184837867388,0
1	200.91484646490022,37.535178230041595,0
1	213.87082361605974,234.4566972428202,0
1	-143.806217543255,-65.25778213001593,0
1	96.4696300649058,-14.825512034468147,0
1	-188.29605779278447,-150.5951571437269,0
1	-115.29667973412776,-22.164535333439716,0
1	47.07712852038043,-5.566223062031128,1
1	217.6168373659027,150.94460938357258,0
1	-126.03235866562434,131.86134836381063,0
1	44.6792643106611,-178.34210702874196,0
1	-53.27258863919721,237.84243220515697,0
1	81.92323260450132,-62.14226370291121,0
1	-45.699727139777224,-150.8185272782028,0
1	112.49209161157762,60.210711127968864,0
1	186.20001871116602,-151.158754327743,0
1	-69.90934541395606,-234.9358100950225,0
1	102.44573461273609,224.0258212685336,0
1	25.90729310646128,-167.03840211151868,0
1	-184.29898749640927,219.36718602859128,0
1	-237.55157092898799,-56.66756735938273,0
1	-53.471508972101134,-37.41864059759081,0
1	-247.95581837601623,-245.53462741710135,0
1	-162.14883209354136,-130.16462675442182,0
1	247.59707102177327,-148.54557357729038,0
1	68.53433502941658,-119.38248864824081,0
1	-179.55095411465732,180.3567030176476,0
1	117.28904130000274,-242.81843084853338,0
1	116.53722032549246,-116.04854575366718,0
1	-215.98156045983148,241.41847245290393,0
1	59.88817498560792,-28.729949334352966,0
1	41.26545679379893,-0.19371628120501327,1
1	111.20400247369065,-180.28275873369552,0
1	-11.994487000995093,3.880515436015088,1
1	6.422501589420847,-178.67673803543343,0
1	184.87180926886208,113.75443721057479,0
1	-124.21148507719954,-58.255365634254986,0
1	8.150717433406953,-222.39016293101548,0
1	149.96221638893343,-245.21706773665915,0
1	-187.87921852432328,-95.49252950717829,0
1	52.7831707888526,-84.37469154033039,0
1	-151.48552710356068,-219.905975014825,0
1	235.6160368470945,-142.5714150435261,0
1	-117.02771625762475,-179.20591760066202,0
1	-149.25970848300256,179.80948333362005,0
1	215.92241269851115,-140.85721911748655,0
1	128.3076319022477,241.05715324830868,0
1	-144.20389430574227,227.37408493412823,0
1	-231.8511658390755,-80.38909912803359,0
1	45.410897792633136,-207.03594108074708,0
1	-184.9065603011017,190.0072147943763,0
1	228.9731266732743,-130.8448713145503,0
1	171.82600995341795,72.00312748641375,0
1	-241.2673756755896,207.99977704049394,0
1	110.6007230298726,74.00778517187001,0
1	-0.7694789354312661,-100.98775756350531,0
1	-16.223367729133145,-142.9505899801809,0
1	-109.52519186945082,-169.54288978133508,0
1	-154.66518549408158,-95.7001112834578,0
1	-228.14193197316683,-210.88244702552018,0
1	-95.95292206558486,12.596632848540196,0
1	-211.28101370357962,40.38265905885754,0
1	-74.63935004040906,-185.2835525220629,0
1	-237.71672154389967,133.5716067036277,0
1	91.01345346294119,-21.602251723474467,0
1	201.7355927466602,-101.90936666215649,0
1	-233.06451265172407,-197.08560805367043,0
1	174.35635748210166,-169.56470881238494,0
1	33.38234726563172,2.4479269178507934,1
1	-87.91425323874762,-161.45167284529776,0
1	3.233951766493391,142.11553598402452,0
1	-134.65610492260794,-222.74283604728845,0
1	102.19065379036209,127.30212982239584,0
1	125.76683896847868,-230.99422885747757,0
1	-212.2749941417613,73.94874692224113,0
1	-48.926137255330445,-16.88598761308191,1
1	52.61609018579679,153.03147424694845,0
1	204.69346516613638,36.204568253764364,0
1	144.92490802616396,82.66284923726278,0
1	71.4440377025204,231.66944625420945,0
1	129.76670080706992,-161.84111136563655,0
1	-30.34090056016285,-234.8398420528669,0
1	-219.95334466433076,-43.11867129018137,0
1	165.8157446425817,247.66209352609349,0
1	-41.33746307188508,-156.92709644101777,0
1	-139.5692552803418,216.74347545169968,0
1	97.79770186111728,-130.12603253513998,0
1	-111.25353404766275,177.9715969549257,0
1	-198.25621413931356,-55.929518310133716,0
1	89.94222887762146,-193.11493605827474,0
1	-144.43986873932002,207.84840238282914,0
1	-92.94422465478624,-107.06807788652105,0
1	-123.85395434982271,-72.1001204398386,0
1	-147.62116492007033,105.68640552722661,0
1	122.01543648822854,10.043967439056644,0
1	22.825339899313178,168.53302011274423,0
1	-1.2035174114112124,36.43107617439216,1
1	-159.3608717277594,-12.898801204288276,0
1	-58.564135799273885,-62.58056790158673,0
1	4.644091807612654,40.388429199783786,1
1	-179.30860177336527,-128.01231405360448,0
1	-70.88945876145715,189.48943836822372,0
1	-199.7640582734952,-238.5854940989095,0
1	124.15426765330437,229.1860748056124,0
1	100.22363387199084,-247.3795192852209,0
1	35.40622682388323,74.25522189056056,0
1	-165.8097491458774,-45.215033810367515,0
1	-148.2012237636098,20.052953120529764,0
1	235.59828840170894,-25.74515739077222,0
1	-164.5905651639937,193.49648772241665,0
1	70.71044803331006,-66.51333523132053,0
1	-193.95173606592118,-175.2407611957613,0
1	-229.77472207867498,-169.68965625031024,0
1	131.81097727042072,-226.0778069715591,0
1	-242.6239140793326,-248.86937669653187,0
1	63.02593348454434,-75.81141389652606,0
1	-29.54795789129662,-92.88391485752933,0
1	-121.75815001612222,96.81649308894168,0
1	185.7971775555584,-113.12218536191565,0
1	180.8942941449376,-104.11566006732764,0
1	-219.2455988878198,-236.90610163458848,0
1	131.6494179833162,-96.19666431764912,0
1	-144.45390931952062,242.64312103148865,0
1	-34.94851820898205,155.91840218376365,0
1	-112.87847058205074,222.10427371171681,0
1	231.03694840392734,133.73070126197058,0
1	114.97769796826083,137.54640434767003,0
1	147.61691236251386,44.615739049349315,0
1	168.39109560744356,26.00673892964312,0
1	127.82185354693053,42.14190317084439,0
1	97.89628955487387,247.62691601449882,0
1	32.446965322664425,-234.80183415978166,0
1	1.651840188477962,187.59360644186978,0
1	117.08816784506882,-189.16365276616602,0
1	-193.2379795407558,-96.35744512983885,0
1	-228.68629246014788,14.451316512157803,0
1	135.78210355415348,-135.04357588946542,0
1	110.98019016812617,-77.2586478363923,0
1	-125.61656964596412,-158.19674301810448,0
1	-159.55029500539507,180.03138598873903,0
1	76.3825039185785,-136.43478078763695,0
1	-235.65224223945464,151.6767915185328,0
1	77.34434378670238,107.43205081951942,0
1	-77.0472369406533,-140.36419084444964,0
1	-126.40788225461085,-61.41552189470306,0
1	54.50751251114701,135.161811206297,0
1	80.68433819455237,-125.20829137107414,0
1	-233.21368488276107,-110.21215756046055,0
1	141.8389421003494,-173.9545281479924,0
1	46.719149209820785,26.124651731463814,1
1	-21.960853482016432,42.85433080924372,1
1	-54.19418588120607,-194.3320371266567,0
1	-24.83811275849817,189.83229296487406,0
1	91.87049437933075,52.7052753996025,0
1	-231.66123780794285,121.22286390529513,0
1	-70.92167859841359,-3.579642677333567,0
1	-133.41900720153077,-190.0718979981453,0
1	-201.35465629569805,63.927319238021255,0
1	160.08958016731333,-186.6478207028629,0
1	66.7977374730641,-188.6019740040598,0
1	56.33973320847656,195.69376427399726,0
1	95.58423686119335,-137.4477380126134,0
1	121.22635131898306,-10.809364683720787,0
1	-134.0847240974847,100.20709847649186,0
1	31.843367751293044,111.53405429179298,0
1	40.22313748721302,-84.5605137437926,0
1	-213.0609302995956,-207.99240745280667,0
1	238.12404683773764,237.2834467404312,0
1	-103.75520582123028,2.7966078228829474,0
1	1.2632493903296336,-105.60863336246666,0
1	-92.27506181024776,-145.96964715712545,0
1	-89.51552726550804,-42.59475524956491,0
1	-119.4412467832876,-61.556825267842555,0
1	58.96495404449689,71.25678590146208,0
1	-105.20120184506126,-228.33554451740406,0
1	-60.465270391214574,120.10490783013591,0
1	-81.73877609640263,70.73310957004696,0
1	50.665126148212835,155.00509843421963,0
1	-72.4624934789851,38.1062496317042,0
1	-163.2174603306584,116.7599851760682,0
1	191.71043947233318,85.22037212607552,0
1	17.340484201757306,0.47949768489658595,1
1	197.84005988913776,-85.0954400697853,0
1	-161.082063349209,19.530443187302467,0
1	239.1235859969969,-143.25393560009553,0
1	105.56871312705772,198.44470246704014,0
1	-23.697081017171286,34.80527379459477,1
1	-173.53897200857776,-155.10300366290443,0
1	196.5593170244935,-22.334047735742814,0
1	238.03775556456338,186.88073671798708,0
1	107.8269090955294,-21.240285114653545,0
1	166.8886273205668,175.31402568107978,0
1	-162.71420205469988,213.25857354755743,0
1	-192.31431128262616,-8.643985421930466,0
1	-58.38740465014652,-85.19239254576516,0
1	240.70414247918723,-16.2980444911351,0
1	47.30504732875488,-89.0992450691343,0
1	188.09650020612906,-131.59662099228626,0
1	-210.22373276508523,86.21133055793644,0
1	-186.4814270072061,204.57722152299158,0
1	-55.73732771842455,175.92943490733882,0
1	-75.42913094962267,-230.49692086532448,0
1	-206.7584780018753,-210.10408231021972,0
1	127.92792235289772,-107.35038583680455,0
1	3.070479875475428,-67.82545517907403,0
1	211.592093607937,79.6704001063028,0
1	-114.0052346247264,68.0240815085736,0
1	-85.98012628923075,211.13552030739396,0
1	-131.72486410822,22.752579240985824,0
1	105.59909395091228,111.08245426949242,0
1	99.79498184849888,-122.75484235240108,0
1	34.21251139640782,-181.7468725932722,0
1	-160.05072818392864,79.51413253862324,0
1	-60.52858243883574,205.59875549716816,0
1	-14.987733232495515,182.14773501219946,0
1	156.80442778715133,-58.36893912432194,0
1	-100.803463399386,-176.3149749892018,0
1	115.26602839127838,-129.88000433138393,0
1	0.8050256499632553,-156.47195390345092,0
1	94.61227401830894,-64.12143506014516,0
1	-114.93886883717224,190.3845182524808,0
1	-123.90523477080123,-158.6884676315866,0
1	26.933166044463235,-68.65658259789481,0
1	-145.50033048199722,118.92264935247994,0
1	-94.37859840458594,-182.9356658290875,0
1	-52.24924341535325,164.58620114731184,0
1	-185.4156241412217,246.2797672468618,0
1	-43.069916458291516,-82.81049893236315,0
1	52.054432838647585,-162.22458191697496,0
1	-241.14464105420885,-221.79223115317347,0
1	245.1136699917792,-124.79050549960286,0
1	-172.3374226946965,-103.19258889638556,0
1	45.59965333658096,209.50207632652234,0
1	-0.15875002424891704,144.55413171668448,0
1	-243.1471781041674,226.65830037490622,0
1	211.13186757484914,-114.0475624314885,0
1	9.855576421061926,187.82745972274017,0
1	-138.3732872091118,-108.58064807042993,0
1	129.01127645094147,51.95295631731841,0
1	-156.80486951698347,153.3419226341593,0
1	-43.62659904596623,-131.27565243074275,0
1	73.79461609097257,242.9141477333875,0
1	-13.180827232869404,26.845455699076354,1
1	202.87057791705712,-135.9893234879115,0
1	100.42905389474339,24.74090511507069,0
1	164.79141055339852,-32.55630767704042,0
1	67.0405318331737,-173.82429762217834,0
1	-73.15511407014813,-233.79313608771778,0
1	82.19981678197854,80.41900891919494,0
1	-19.77365507392787,21.949793864726757,1
1	99.28026349943906,182.27024265612846,0
1	73.91184305939447,-33.31091097659555,0
1	-81.3516346128934,-2.0758703766571216,0
1	-200.54338457249634,-237.83376277966596,0
1	-112.15126899829585,108.39346915027568,0
1	234.78811978910454,64.17788349570583,0
1	114.38441124244156,178.76179235615496,0
